IND_DESC,LOCAL_TIV,LOCAL_CURRENCY,REPORTDATE,PROJ_NAME,PROJECT_TYPE,PJ_SIC_NAM,SICPRODUCT,OWNER_NAME,P_STATUS_D,P_SIC_DESC,PLANT_NAME,P_ULT_NAME,PLANT_ADDR,PLANT_CITY,PLANT_ST,PL_ST_NAME,PL_COUNTRY,PLANT_ZIP,PL_PHONE,LONGITUDE,LATITUDE,PEC_ZONE,MARKET_REG,WORLD_ID,COUNTY_ID,COUNTY_DES,ACT_DESC,COMPLETION,CO_PRECISN,SCOPE,SCHEDULE,PLANT_ID,PL_PARENT,PARENTNAME,PRJ_QCDATE,CAP_DESC,REPORT_LINK,PROJ_PROB
Metals & Minerals,2000000,USD,28-May-24,MASON CITY CEMENT PLANT 2Q26 KILN/RAW MILL MAINTENANCE SHUTDOWN,"Maintenance Event (Outages, Turnarounds, Shutdowns)","Cement, Hydraulic","Cement, hydraulic: portland, natural, masonry, and pozzolana-mfg",Heidelberg Materials,Operational,"Cement, Hydraulic",Mason City Cement,Heidelberg Materials,700 25th Street Northwest,Mason City,IA,Iowa,U.S.A.,504019403,+1 6414213400,-93.212718,43.179004,IA*02,Midwest U.S.A.,1,,Cerro Gordo,Scheduled Maintenance,30-Apr-26,MONTH,"Heidelberg Materials plans Scheduled Maintenance for Mason City Cement Plant 2Q26 Kiln/Raw Mill Maintenance Shutdown. NORMAL INSPECTIONS/REPAIRS TO: 1MM T/yr Cement Plant during a 2-3-Week Kiln/Raw Mill Maintenance Shutdown. REQUIRES MRO TO: FLSmidth 3,200 T/d 3-Pier Dry Rotary Kiln (13' dia x 184' long), Refractory Re-Linings, Kiln Shell Repair, 150 T/hr Single String 4-Stage Preheater Tower/Calciner, (2) Vertical Roller Coal Grind Mills, 750 T/hr Primary Crusher, 450 T/hr Secondary Crusher, 150 T/hr 2-Drive Clinker Cooler with Hammer Crusher, Polysius Double Rotator Central Discharge Ball Raw Mill, Cyclones, Conveyors, Bucket Elevators, Feeders, Hoppers, Chutes, Screens, Burners, Stackers, Reclaimers, Material/Fuel Handling System, Truck/Rail Loadout System, Motors, Drives, Belts, Pipings, Bins, Communication & Fire Emergency System, Blending/Storage Silos, Tanks (AST), Compressors (Air), Gauges, Gears, Alkali Bypass System, Lightings, MCC, Pumps, Meters, Electrical Upgrade, Controls (PLC). ENVIRONMENTAL MRO TO: (A) Vent/Exhaust System, Ducting, Fans, Sensors, Dust Collectors/Suppression, Low NOx Burners, Membrane Fabric Filter, Pulse Jet Cleaning System Baghouses, Broken Bag Detectors, Stacks, Scrubbers, SNCR Unit, CEMs.",Heidelberg Materials performs Maintenance Planning & Scheduling 2Q24 (May) - 1Q26. Heidelberg Materials completes Engineering Specifications plus releases Equipment RFQs & Maintenance Subcontractor Bid Documents as needed to supplement in-house workforce 1Q26 (Feb). The 2-3-Week Kiln/Raw Mill Maintenance Shutdown scheduled to Kick-Off 2Q26 (Apr). Project Completion 2Q26 (Apr).,1520001,1077668,Heidelberg Materials,22-May-25,Cement Clinker,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300980162,Medium (70-80%)
Industrial Manufacturing,3000000,USD,9-Sep-24,LIMA DRIVE SHAFTS MANUFACTURING PLANT CLOSURE,Closure,Motor Vehicle Parts & Accessories,"Drive shafts, motor vehicle-mfg",Dana Driveshaft Product Group,Closed,Motor Vehicle Parts & Accessories,Lima Drive Shafts,Dana Incorporated,777 Bible Road,Lima,OH,Ohio,U.S.A.,458012025,+1 4192272001,-84.092694,40.77489,OH*01,Great Lakes U.S.A.,1,,Allen,Detailed Engineering,31-Dec-25,QUARTER,"Dana Driveshaft Product Group performs Detailed Engineering for a Drive Shaft Manufacturing Plant Closure. DETAILS: Within 3.7MM sqft Facility, Dismantle and Disassemble Manufacturing and Supporting Equipment plus prepare Plant for Sale/Lease and Equipment for Sale/Relocation to other Facilities. REQUIRES DISMANTLEMENT & REMOVAL OF: Equipment Pads, Presses, Assembly Lines and Tools, CNC Lathes, CNC Plasma Cutting Stations, Transfer Presses, Material Handling Equipment, Lube Oil System, Hydraulics, Pneumatics, Hydroforming Equipment, Paint Shop, Welding Equipment, Motors (VS), Drives, Compressors (Air), Switchgear, Transformers, MCC plus Controls (PLC). ENVIRONMENTAL: (A) Ventilation and Exhaust System, Ducting, Fans.","Dana Driveshaft Product Group continues with Detailed Engineerig. Upon Final Approval of Plans and Schedule, Dana Driveshaft Product Group releases Equipment RFQs and Bid Documents plus reviews and selects Subcontractors 2Q25 (Jun). The Plant Closure is tentatively Scheduled to Kick-Off 3Q25 (Jul). Expected Project Completion 4Q25 (Dec).",1062944,1081750,Dana Driveshaft Product Group,22-May-25,,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301006896,High (81-99%)
Petroleum Refining (HPI),10000000,USD,22-May-25,OREGON TOLEDO 1Q27 CONTINUOUS CATALYTIC REFORMER (CCR) UNIT 3 TURNAROUND,"Maintenance Event (Outages, Turnarounds, Shutdowns)",Petroleum Refining,"Gasoline Unleaded, Reformulated-mfg",Cenovus Energy Incorporated,Operational,Petroleum Refining,Toledo Refinery (Cenovus),Cenovus Energy Incorporated,4001 Cedar Point Road,Oregon,OH,Ohio,U.S.A.,436161310,+1 4196986200,-83.453893,41.678548,OH*01,Great Lakes U.S.A.,1,,Lucas,Scheduled Maintenance,15-Apr-27,YEAR,"Cenovus Energy performs Maintenance Planning and Scheduling for 1Q27 Continuous Catalytic Reformer Unit 3 Maintenance Turnaround. NORMAL INSP/MRO OF: CCR 3 (42,000 bpd, KBR Technology) plus Supporting Utilities. REQUIRES INSP/REPAIRS TO: Distillation Column, Reactors, Overhead Receivers, Heat Exchangers (Shell & Tube), Compressors (Air & Gas), Catalyst Changeouts, Charge Heaters, Steam & Process Piping, Knock-Out Drums, Separators, Indicators/Controllers, Reboilers, Control/Relief Valves, Pump Seals/Bearings/Gaskets, Motors, Nozzles, Gauges, Electric Utilities, MCC, Controls (DCS).","Cenovus Energy continues with Maintenance Planning and Scheduling through 1Q26 (Mar). Upon Finalization of Scope & Schedules, Cenovus Energy will release remaining Equipment RFQs and Subcontractor Bid Documents 3Q26 (Sep). Delayed Coker 2 & 3 Units Turnaround is scheduled to Kick-Off in 1Q27 (Mar). Completion 2Q27 (Apr)",1010031,2013366,Cenovus Energy Incorporated,22-May-25,,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301077955,Medium (70-80%)
Petroleum Refining (HPI),20000000,USD,22-May-25,OREGON TOLEDO 1Q27 DELAYED COKER 2 & 3 UNIT MAINTENANCE TURNAROUND,"Maintenance Event (Outages, Turnarounds, Shutdowns)",Petroleum Refining,"Coke, petroleum: produced in petroleum refineries-mfg",Cenovus Energy Incorporated,Operational,Petroleum Refining,Toledo Refinery (Cenovus),Cenovus Energy Incorporated,4001 Cedar Point Road,Oregon,OH,Ohio,U.S.A.,436161310,+1 4196986200,-83.453893,41.678548,OH*01,Great Lakes U.S.A.,1,,Lucas,Scheduled Maintenance,15-Apr-27,YEAR,"Cenovus Energy prepares Maintenance Schedules for 1Q27 Delayed Coker 2 & 3 Units Maintenance Turnaround. MAJOR INSP/MRO OF: Delayed Coker Unit 2 (6,500 bpd) and Delayed Coker Unit 3 (30,000 bpd) with Supporting Utilities. REQUIRES INSP/REPAIRS TO: Distillation Columns, (6) Coke Drums, Coke Handling System, (3) Heaters, Refractory, Nozzles, Steam &  Process Piping, Compressors (Air and Gas), Control/Check Valves, Indicators/Controllers, Motors, Pump/Seal Bearings/Gaskets, Electric Utilities, MCC, Controls (DCS).","Cenovus Energy continues with Maintenance Planning and Scheduling through 1Q26 (Mar). Upon Finalization of Scope & Schedules, Cenovus Energy will release remaining Equipment RFQs and Subcontractor Bid Documents 3Q26 (Sep). Delayed Coker 2 & 3 Units Turnaround is scheduled to Kick-Off in 1Q27 (Mar). Completion 2Q27 (Apr)",1010031,2013366,Cenovus Energy Incorporated,22-May-25,,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301077928,Medium (70-80%)
Industrial Manufacturing,1000000,USD,22-May-25,OCONOMOWOC METAL CONTAINERS MANUFACTURING PLANT CLOSURE,Closure,Metal Cans,"Cans, metal-mfg",Silgan Containers LLC,Operational,Metal Cans,Oconomowoc Metal Cans,Silgan Containers LLC,520 West 2nd Street,Oconomowoc,WI,Wisconsin,U.S.A.,530663500,+1 2625693300,-88.510046,43.110897,WI*02,Great Lakes U.S.A.,1,,Waukesha,Detailed Engineering,31-Dec-25,QUARTER,"Silgan Containers perform Detailed Engineering for a Metal Cans Manufacturing Plant Closure. DETAILS: At Existing 117,000 sqft Metal Cans Manufacturing Plant, Dismantle and Disassemble Existing Manufacturing Equipment and Supporting Systems plus Prepare Plant & Equipment for Sale and Relocation to Other Plants. REQUIRES DISMANTLEMENT/REMOVAL OF: Assembly Lines and Tools, Presses, Punches, Topping Machines, Furnaces, Coil Handling System, Wash & Rinse System, Can Formers, Hydraulics, Compressors (Air), Racks, Palletizers, Conveyors, Pneumatics, Wrappers, Packaging Equipment, Inspection & Test Equipment, Switchgear, Transformers, MCC plus Controls (PLC). ENVIRONMENTAL: (A) Ventilation and Exhaust System, Ducting, Fans.","Silgan Containers continue with Detailed Engineering. Upon Completion of Detailed Engineering, Silgan Containers releases Equipment RFQ's and Bid Documents plus Reviews and Selects Subcontractors as needed 2Q25 (Jun). Tentative Metal Containers Manufacturing Plant Closure Kick-Off is set for 3Q25 (Jul). Estimated Project Completion 4Q25 (Dec).",3640341,1042181,Silgan Containers LLC,22-May-25,,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301077991,High (81-99%)
Industrial Manufacturing,18000000,USD,22-May-25,WEST DUNDEE CUSTOM CABLE AND WIRE MANUFACTURING PLANT EXPANSION,Plant Expansion,Drawing & Insulating of Nonferrous Wire,"Insulated wire and cable, nonferrous-mfg",Helukabel USA Incorporated,Operational,Drawing & Insulating of Nonferrous Wire,West Dundee Custom Cable and Wire,Helukabel USA Incorporated,1201 Wesemann Drive,West Dundee,IL,Illinois,U.S.A.,601189413,+1 8479305118,-88.351635,42.108899,IL*01,Great Lakes U.S.A.,1,,Kane,Construction - Merit Shop,29-May-26,QUARTER,"Helukabel USA Incorporated (Owner) with Skedio Architecture (Architect) & Keeley Construction Incorporated (G/C) performs Construction for a Custom Cable and Wire Manufacturing Plant Expansion. DETAILS: At Existing 75,000 sqft Manufacturing Plant, Construct a 132,000 sqft Building Addition to Include Manufacturing, Warehouse and Office Space, plus Install Supporting Equipment and Systems to Increase Custom Cable and Wire Production to Meet Growing Demand. REQUIRES: Building Addition, Lighting, Dock/Doors, Loading/Unloading Equipment, Assembly Lines and Tools, Equipment Pads, Wire Drawing Machines, Winders, Extruders, Spoolers, Winches, Flat Drums, Trimmers, Drill Presses, Grinders, Soldering Equipment, Roll Handling Equipment, Cooling System, Inspection Stations, Material Handling Equipment, Packaging Equipment, Compressors (Air), Motors (VS), MCC plus Controls (PLC). ENVIRONMENTAL: (A) Ventilation and Exhaust System, Ducting, Fans.",Helukabel USA Incorporated with Skedio Architecture & Keeley Construction Incorporated continues with Construction. Keeley Construction Incorporated releases Equipment RFQ's and Bid Documents plus Reviews and Selects Subcontractors as needed 3Q25 (Jul) - 2Q26. Custom Cable and Wire Manufacturing Plant Expansion Construction Kicked-Off 2Q25 (May). Estimated Project Completion 2Q26 (May).,3281045,3246690,Helukabel USA Incorporated,22-May-25,,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301077935,High (81-99%)
Industrial Manufacturing,51670000,USD,8-Mar-23,KOKOMO TRANSMISSION MANUFACTURING PLANT UPGRADE,Upgrade,Motor Vehicle Parts & Accessories,Electric drive systems passenger vehicles,Stellantis NV,Operational,Motor Vehicle Parts & Accessories,Kokomo KTP Kokomo Transmission Plant (South),Stellantis NV,2401 South Reed Road,Kokomo,IN,Indiana,U.S.A.,469027902,+1 7654541000,-86.114048,40.459654,IN*02,Great Lakes U.S.A.,1,,Howard,Construction - Merit Shop,30-Sep-25,QUARTER,"Stellantis NV (Owner) performs Construction for a Transmission Manufacturing Plant Upgrade. DETAILS: Within Existing 3.1MM sqft Transmission Manufacturing Facility, Upgrade Production Equipment plus Supporting Systems in order to Machine Casted Gearbox Covers for New Electric Drive Modules (EDMs). REQUIRES: Equipment Pads, Equipment Modifications/Upgrades and Relocations, Robotics, Lathes, Mills, Metal Fabrication Equipment, Stamping Presses, Welding Equipment, Lube Oil System, Hydraulics, Pneumatics, Conveyor System, Material Handling Equipment, Packaging Equipment, Motors (VS), MCC plus Controls (PLC). ENVIRONMENTAL: (A) Ventilation and Exhaust System, Ducting, Fans.","Stellantis NV continues with Construction. Upon Finalization of Plans, Stellantis NV releases Equipment RFQs and Bid Documents plus Reviews and Selects Subcontractors 1Q24 (Feb). The Transmission Manufacturing Plant Upgrade is Tentatively Scheduled to Kick-Off 1Q24 (Mar). Estimated Project Completion 3Q25 (Sep).",1010614,1049528,Stellantis NV,22-May-25,,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300865293,High (81-99%)
Industrial Manufacturing,10000000,USD,21-Aug-24,NORMAL AUTOMOTIVE ASSEMBLY MANUFACTURING PLANT EXPANSION,Plant Expansion,Motor Vehicle & Passenger Car Bodies,Truck tractors for highway use-mfg,Rivian Automotive Incorporated,Operational,Motor Vehicle & Passenger Car Bodies,Normal Automotive Assembly,Rivian Automotive Incorporated,100 Rivian Motor Way,Normal,IL,Illinois,U.S.A.,61761,+1 8887484261,-89.0548453,40.5114108,IL*02,Great Lakes U.S.A.,1,,McLean,Construction - Merit Shop,3-Aug-26,QUARTER,"Rivian Automotive Incorporated (Owner) with Clayco Corporation (C/M) & A&R Mechanical Contractors Incorporated (Plumbing Subcontractor) performs Construction for an Automotive Assembly Plant Expansion. DETAILS: At Existing Approximately 3,079,000 sqft Manufacturing Plant, Expand by Constructing a 208,000 Sqft Building Addition plus New Conveyor System to Connect to New R2 Facility (Project: 300962023 - Currently Under Construction). REQUIRES: Building Addition, Assembly Lines & Tools, Stamping Machines, Robotics (Weld/Transfer/Assembly), Material Handling Equipment, Conveyors, Compressors (Air), Motors (VS), Drives, Gears, Bearings, MCC plus Controls (PLC). ENVIRONMENTAL: (A) Ventilation and Exhaust System, Ducting, Fans.",Rivian Automotive Incorporated with Clayco Corporation & A&R Mechanical Contractors Incorporated continues with Construction. Clayco Corporation Releases Equipment RFQs and Bid Documents plus Reviews & Selects Remaining Subcontractors as needed 1Q25 (Feb) - 2Q25 (May). Construction Kicked-Off 4Q24 (Oct). Expected Project Completion 3Q26 (Aug).,1012940,3199033,Rivian Automotive Incorporated,22-May-25,,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301002214,High (81-99%)
Power,275400000,USD,15-Mar-24,LA SALLE GRASSROOT 153MW OSAGROVE FLATS WINDFARM,Grassroot,Electricity/Steam [IPP],Nonutility Owned Power Generation,Avangrid Renewables LLC,Under Construction,Electricity/Steam [IPP],Osagrove Flats Windfarm,Iberdrola SA,996 North 1st Road,Dana,IL,Illinois,U.S.A.,61321,+1 5037967000,-88.971518,40.941383,IL*01,Great Lakes U.S.A.,1,,La Salle,Site Preparation,1-Oct-26,YEAR,"Osagrove Flats Wind LLC a subsidiary of Avangrid Renewables with M A Mortenson Company (EPC) continues Site Preparation for the Osagrove Flats Windfarm. DETAILS: Construct a Grassroot 153MW Windfarm utilizing Vestas V163-4.5MW (34) Wind Turbine Generators or equivalent and associated equipment. REQUIRES: Civil Site Preparation, Foundations, Wind Turbine Generators, Grounding and Embedment, Electrical Collector Lines, Power Inverters/Converts, Substation (Step-Up Transformers, Circuit Breakers, Switchgear), MCC, DCS, SCADA, Programmable Logic Controllers, Stress Cones, Inner duct Installation, Duct Banks, Fiber Optic Data, Communication Cable, Metering System. ENVIRONMENTAL: (A) Avian Protection Studies: (L) Trenching, Roads and Landscaping.","Osagrove Flats Wind LLC a subsidiary of Avangrid Renewables with M A Mortenson Company (EPC) continues Site Preparation with AFE approved in 2Q24 (May.) Upon approvals, Avangrid Renewables released RFPs for General Contractor 2Q24 (Jun) and selected General Contractor as M A Mortenson Company, in turn released remaining RFQ's with Bid Documents for Equipment in 3Q24 (Sep). Consumables and Specialty Subcontractors were awarded in 1Q25 (Mar). Construction is tentatively scheduled for Kick-Off in 3Q25 (Sep). Project Completion is expected by 4Q26 (Oct).",3458998,3381476,"Osagrove Flats Wind, LLC",22-May-25,Electricity,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300960954,High (81-99%)
Power,304000000,USD,20-May-25,VAN BUREN GRASSROOT 100MW SOUTHWEST MICHIGAN PV SOLAR AND 52MW BESS,Grassroot,Electricity/Steam [IPP],Nonutility Owned Power Generation,Southwest Michigan Solar Project LLC,Planned,Electricity/Steam [IPP],Southwest Michigan PV Solar,Shell Plc,87934 New Swamp Road,Decatur,MI,Michigan,U.S.A.,49045,+1 8164219622,-85.97231,42.091836,MI*02,Great Lakes U.S.A.,1,,Van Buren,Permitting,31-Mar-28,YEAR,"Southwest Michigan Solar Project LLC a subsidiary of Savion continues Permitting for 100MW Southwest Michigan Solar and 52MW BESS Project. DETAILS: Southwest Michigan Solar Project LLC will construct a 100MW solar farm including a 52MW battery storage facility on 980 acres utilizing photovoltaic solar panels, central inverters, lithium-ion containers and associated facilities. REQUIRES: Civil Site Preparation, Foundations, Ground-mounted on Steel Single-Axis Tracking System, Solar Panels, Power Inverters, Pad Mount Transformers, Combiner Boxes, MCC, DCS, SADA, Circuit Breakers, Switchgear, Connectors, Mounting Panels, Terminal Blocks, Protective Relays, Underground Waterproof Enclosures, Fiber Optics Cable., Communication Equipment, Foundations, ESD Modules, Electrical Cable & Cable Trays, Instrumentation and Controls System, Battery Management System, Racks, Metering System, Remote Operation and Monitoring System, Grounding, Substation Interconnection, Breakers, Disconnects, Fire Detection & Suppression System, Conduit, Fencing and Security, Panels, Battery Chargers, Terminations, and Grounding. ENVIRONMENTAL: (L) Spill Containment, Roads, Landscaping, and Trenching.","Southwest Michigan Solar Project LLC a subsidiary of Savion continues Permitting through AFE 3Q26 (Sep). Savion will release RFP's for EPC 2Q26 (Jun). The selected EPC will Release remaining RFQ'S with Bid Documents for Equipment 1Q27 (Mar), and for Consumables and Specialty Subcontractors as needed 2Q27 (Jun). Construction kick-off expected 1Q27 (Mar). Project completion expected by 1Q28 (Mar).",3639896,3531474,Southwest Michigan Solar Project LLC,20-May-25,Electricity,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301077072,Low (0-69%)
Industrial Manufacturing,200000000,USD,20-May-25,WISCONSIN RAPIDS GRASSROOT DATA CENTER CAMPUS BUILDING 1,Grassroot,Computer Processing & Processing Services,Hyperscale Data Center,Digital Power Optimization,Planned,Computer Processing & Processing Services,Wisconsin Rapids Data Center,Digital Power Optimization,South of East Riverview Expressway West,Wisconsin Rapids,WI,Wisconsin,U.S.A.,54494,+1 9174944151,-89.802731,44.37589,WI*02,Great Lakes U.S.A.,1,,Wood,Project Scope,31-Dec-26,QUARTER,"Digital Power Optimization (Owner) with Stantec (Design Engineering) Defines Project Scope for a Grassroot AI Data Center. DETAILS: On a 15-Acre Site, As part of an Eight Building Campus, Construct a Building 1 (Size Undetermined), plus Install Supporting Equipment & Systems to Support Data Center Campus Operations in the Region. REQUIRES: Building, Lighting, Diesel Generators, Uninterruptible Power Supply (UPS), Racks, Turbo High-Performing Cooling Systems, Water Supply System, Heat Exchangers, Server Room/Computer Equipment Room, Mechanical Equipment Room, Telecommunications Cabling Systems, Information Technology (IT) Equipment, Chillers, Cooling Towers, Substation, Temperature Controls, Fans, Switchgear, Transformers, Breakers, Substations, Back-Up Servers, Batteries, Fire Protection Systems, Storage Devices, Cables, Fire Suppression System, Network Connectivity, MCC plus Controls (PLC). ENVIRONMENTAL: (A) Ventilation and Exhaust System, Ducting, Fans; (L) Containment, Drainage; (W) Wastewater Treatment.","Digital Power Optimization with Stantec continues with Scope Definition through 3Q25 (Aug). Upon Final Site Selection & Permit Approval, Digital Power Optimization Selects G/C 2Q25 (Jun). G/C releases Equipment RFQ's & Bid Documents plus Reviews & Selects Subcontractors 4Q25 (Nov). Proposed Construction Kick-Off 4Q25 (Dec). Expected Project Completion 4Q26 (Dec).",3639882,3520599,Digital Power Optimization,20-May-25,Data Center Load,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301077049,Medium (70-80%)
