IND_DESC,LOCAL_TIV,LOCAL_CURRENCY,REPORTDATE,PROJ_NAME,PROJECT_TYPE,PJ_SIC_NAM,SICPRODUCT,OWNER_NAME,P_STATUS_D,P_SIC_DESC,PLANT_NAME,P_ULT_NAME,PLANT_ADDR,PLANT_CITY,PLANT_ST,PL_ST_NAME,PL_COUNTRY,PL_PHONE,LONGITUDE,LATITUDE,PEC_ZONE,MARKET_REG,WORLD_ID,COUNTY_DES,ACT_DESC,COMPLETION,CO_PRECISN,SCOPE,SCHEDULE,PLANT_ID,PL_PARENT,PARENTNAME,REPORT_LINK,KO_SLIP,PROJ_PROB
Food & Beverage,3000000,USD,20-Mar-25,LOS ANGELES POULTRY PROCESSING PLANT AUTOMATED PROCESSING LINE UPGRADE,Automation,Poultry Slaughtering & Processing,"Chickens, processed: fresh, frozen, canned, or cooked-mfg",Los Angeles Poultry Company,Operational,Poultry Slaughtering & Processing,Los Angeles Poultry Processing,Los Angeles Poultry Company,4816 Long Beach Avenue,Los Angeles,CA,California,U.S.A.,+1 3232321619,-118.242857,33.999733,CA*09,West Coast U.S.A.,1,Los Angeles [norther,Market Analysis,30-Sep-28,YEAR,"Los Angeles Poultry Company has begun Market Analysis for Poultry Processing Plant Automated Processing Line Upgrade. DETAILS: At Existing 50,000 sqft Poultry Processing Plant, Perform Automation Upgrade to Plant by Automating (1) Poultry Processing Line (Portion Cutting) plus Auxiliary Equipment. REQUIRES: Equipment Removal/Disassembly, Modifications to Processing Line, Stainless Steel Fabrication, Robotics, Water-Jet Portioning Machines, Blades, Horizontal Slicers, Unloaders, Cutting Modules, Automated Systems, Fat Removing Modules, Guides, Scanning System, Dividers, Scraper Plates, Conveyor Systems, Motors, Drives, Belts, Process Controls (PLC, Pneumatics) & Tie-Ins plus Electrical Distribution. ENVIRONMENTAL: (A) Ducting; (L) Containment.","Los Angeles Poultry Company continues Market Analysis for Poultry Processing Plant Automated Processing Line Upgrade thru 2Q26 (Apr) and anticipates finalizing Scope 3Q27 (Jul) and receiving Final AFE Approval by 1Q28 (Jan). Subject to Approval, Los Angeles Poultry Company releases RFQs and Bid Documents 1Q28 (Jan-Mar). Construction Kick-Off 3Q28 (Aug). Project Completion 3Q28 (Sep).",3268845,3237866,Los Angeles Poultry Company,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301059742,0,Low (0-69%)
Food & Beverage,4000000,USD,20-Mar-25,LOS ANGELES POULTRY PROCESSING PLANT AUTOMATED PACKAGING UPGRADE,Automation,Poultry Slaughtering & Processing,"Chickens, processed: fresh, frozen, canned, or cooked-mfg",Los Angeles Poultry Company,Operational,Poultry Slaughtering & Processing,Los Angeles Poultry Processing,Los Angeles Poultry Company,4816 Long Beach Avenue,Los Angeles,CA,California,U.S.A.,+1 3232321619,-118.242857,33.999733,CA*09,West Coast U.S.A.,1,Los Angeles [norther,Market Analysis,30-Sep-26,YEAR,"Los Angeles Poultry Company has begun Market Analysis for Poultry Processing Plant Automated Packaging Upgrade. DETAILS: At Existing 150,000 sqft Poultry Processing Plant, Perform Automation Upgrade to Plant by Automating Pack-Out Areas (Palletizers, Case Packers and Case Erectors) plus Auxiliary Equipment. REQUIRES: Equipment Removal/Disassembly, Modifications to Packaging Lines, Stainless Steel Fabrication, Case Packer Machines, Robotics, Case Erectors, Mounting Frames, Arms, Pneumatics, Automated Systems, Wrappers, Case Erecting/Loading & Sealing Equipment, Controllers, Staging Equipment, Air Lines, Speed Reducers, Motors, Servo Drives, Grippers, Wrists, Mechanical Brakes/Adjustable Hard Stops, Operator Stations, Interface Panels, Cables, Input/Output Devices, Monitoring System, Relays, Controls (PLC & Cabinet) plus Electrical Distribution.","Los Angeles Poultry Company continues Market Analysis for Poultry Processing Plant Automated Packaging Upgrade thru 3Q25 (Jul) and anticipates finalizing Scope 3Q25 (Sep) and receiving Final AFE Approval by 1Q26 (Mar). Subject to Approval, Los Angeles Poultry Company releases RFQs and Bid Documents 1Q26 (Jan-Mar). Construction Kick-Off 3Q26 (Aug). Project Completion 3Q26 (Sep).",3268845,3237866,Los Angeles Poultry Company,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301059770,0,Low (0-69%)
Food & Beverage,2500000,USD,29-Oct-25,SANTA FE SPRINGS COFFEE PLANT BAGGING LINE REPLACEMENTS,Replacement,Roasted Coffee,"Coffee roasting, except by wholesale grocers-mfg",Apffels Fine Coffees,Operational,Roasted Coffee,Santa Fe Springs Coffee,Apffels Fine Coffees,12115 Pacific Street,Santa Fe Springs,CA,California,U.S.A.,+1 5623090400,-118.070381,33.953374,CA*08,West Coast U.S.A.,1,Los Angeles [souther,Market Analysis,31-Aug-27,YEAR,"Apffels Fine Coffees has begun Market Analysis for Coffee Plant Bagging Line Replacements. DETAILS: At Existing 96,000 sqft Coffee Manufacturing Plant, Perform Upgrade to Plant by Replacing (2) old Bagging Lines plus Auxiliary Equipment. REQUIRES: Bagging Lines Removal/Disassembly, Stainless Steel Fabrication, Bagging Machines, Conveyor Systems, Robotics, Automated Systems, Material Handling Equipment, Labelers & Sealers, Feeders, Pneumatics, Motors, Servo Drives, Feeders, Belts, Controllers, Software, Speed Reducers, Cabinets, Interface Panels, Cables, Input/Output Devices, Monitoring & Inspection System, Process Controls (PLC) & Tie-Ins plus Electrical Distribution.","Apffels Fine Coffees continues Market Analysis for Coffee Plant Bagging Line Replacements thru 3Q26 (Jul) and anticipates finalizing Scope by 4Q26 (Oct) and receiving Final AFE Approval by 1Q27 (Jan). Subject to Approval, Apffels Fine Coffees releases RFQs and Bid Documents 1Q27 (Jan-Mar). Construction Kick-Off 3Q27 (Jul). Project Completion 3Q27 (Aug).",3259209,3230023,Apffels Fine Coffees,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301127363,0,Low (0-69%)
Food & Beverage,12000000,USD,11-Mar-24,YUBA CITY FRUIT PROCESSING LINE UPGRADE,Upgrade,Crop Preparation Services for Market,"Fruit sorting, grading, and packing",Sunsweet Growers Incorporated,Operational,Crop Preparation Services for Market,Yuba City Fruit Packaging,Sunsweet Growers Incorporated,901 North Walton Avenue,Yuba City,CA,California,U.S.A.,+1 5306745010,-121.641756,39.138938,CA*02,West Coast U.S.A.,1,Sutter,AFE Submittal,30-Sep-26,QUARTER,"Sunsweet Growers Incorporated has begun developing Project Scope & dubmitted for AFE Approval for Fruit Processing Line Upgrade. DETAILS: At Existing 1.07MM sqft Fruit Packing & Sorting Production Facility, Perform Upgrade to Existing Prune Processing Line by adding (1) new Cannister (PMC) plus Associated Equipment. REQUIRES: Equipment Removal/Disassembly, Stainless Steel Fabrication, Cannister, Clean-In-Place Systems, Process Piping, Motors, Pumps, Drives, Belts, Cables, Inspection Equipment, Process Controls (PLC) and Utilities Tie-Ins plus Electrical Distribution. ENVIRONMENTAL: (A) Ducting; (L) Spill Containment.","Sunsweet Growers Incorporated continues developing Project Scope & awaits AFE Approval for Fruit Processing Line Upgrade and anticipates final AFE Approval 3Q26 (Aug). Subject to approval, Sunsweet Growers releases RFQs and Bid Documents for Vendors, Contractors and Subcontractors (Paper Machinery Corporation or Similar Vendor) 2Q26 (Apr-Jun). Project Kick-Off 3Q26 (Aug). Project Completion 3Q26 (Sep).",1011248,1019965,Sunsweet Growers Incorporated,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300959348,17,Medium (70-80%)
Industrial Manufacturing,1000000,USD,28-Oct-25,HUNTINGTON BEACH FLUID METER & COUNTING DEVICE MFG PLT FY26 MAINTENANCE PROGRAM,Maintenance Program,Totalizing Fluid Meters & Counting Devices,"Meters: gas, liquid, tallying, and mechanical measuring-except electrical-mfg",Blue-White Industries,Operational,Totalizing Fluid Meters & Counting Devices,Huntington Beach Fluid Meters & Counting Devices,Blue-White Industries,5300 Business Drive,Huntington Beach,CA,California,U.S.A.,+1 7148938529,-118.035785,33.738958,CA*08,West Coast U.S.A.,1,Orange,Maintenance Programs,31-Dec-26,YEAR,"Blue-White Industries performs Maintenance Planning and Scheduling for a Fluid Meter & Counting Device Manufacturing Plant FY26 Maintenance Program. NORMAL INSPECTION/REPAIR TO: Approximately 70,000 sqft Fluid Meter & Counting Device Manufacturing Plant plus Supporting Equipment & Systems during 1-Shift Maintenance Shutdown every week throughout the year. REQUIRES MRO TO: Assembly Lines & Tools, Metal Forming Equipment, CNC Machining Equipment, CNC Milling Machines, Photolithography Machines, Grinders, CNC Lathes, Material Handling Equipment, Finishing Equipment, Inspection & Test Equipment, Motors (VS), MCC plus Controls (PLC). ENVIRONMENTAL MRO: (A) Ventilation and Exhaust System, Ducting, Fans.",Blue-White Industries continues with Maintenance Planning and Scheduling through 4Q25 (Dec). Blue-White Industries releases Equipment RFQs and Bid Documents plus reviews and selects Subcontractors as needed 1Q26 (Jan). Plant 1-Shift Maintenance Shutdown every week is scheduled to Kick-Off 1Q26 (Feb). Expected Project Completion 4Q26 (Dec).,3302905,3263038,Blue-White Industries,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301126858,0,Medium (70-80%)
Metals & Minerals,200000000,USD,10-Jul-03,GRASS VALLEY IDAHO-MARYLAND U-G GOLD MINE RESTART & MILL ADDITION,Restart,Gold Ores Mining,Gold lode mining,Rise Gold Corporation,Closed,Gold Ores Mining,Grass Valley Idaho-Maryland Gold Mine,Rise Gold Corporation,"Mill Site Road, Off East Bennett Road",Grass Valley,CA,California,U.S.A.,+1 9173490060,-121.01557,39.209301,CA*04,West Coast U.S.A.,1,Nevada,Project Scope,31-Dec-30,YEAR,"Rise Gold Corp updates Project Scope for Idaho-Maryland U-G Gold Mine Restart & Mill Addition. DETAILS: Redevelop former producing Idaho-Maryland Site (Closed in 1955) as Underground Longhole Mining Operation with 1,000 T/d Gravity/Flotation Processing Plant to produce Gold Concentrate. REQUIRES: Buildings, Mining Equipment, Haul Trucks, Front Loaders, Jumbo Drills, LHDs, Scoop Trams, Roof Bolters/Supports, Scissor Decks/Lifts, Rock Breaker, Declines, Drifts, Ramps, Underground Crushing Facilities, Rehabilitate New Brunswick Mine Shaft (3-Compartment Vertical - 3,400-ft Depth), Add new Shaft #2 (Service Shaft), New Headframe, 75 T/hr Hoisting System, 6-Ton Skips, Cemented Paste Backfill System, Shotcrete Equipment, Bins, Cone Crushers, Grinders, SAG/Ball Mills, Flotation Cells, Gravity Separation Vessels, Knelson Concentrator, Conveyors, Reclaimers, Stackers, Cyclones, Thickeners, Filtration Presses, Underground Lateral Development, Tanks (AST), Silos, Pumps, Electrical Utilities, Access/Haul Roads Upgrades, Screens, Feeders, Hoppers, Pipings, Truck Loading Facilities, Motors, Drives, Belts, Scales, Truck Maintenance Shop, Powerlines, Communications/CCTV & Fire Emergency System, Lightings, Assay Laboratory, Gauges, Gears, MCC, Controls (PLCs). ENVIRONMENTAL: (A) Vent Raises System, Fans, Filters, Ducting, Sensors, Monitors, Dust Controls/Suppression; (L) Containment, Liners, Waste Rock & Ore Stockpile Storage Areas, Stormwater Diversion Channels, Dry Stack Tailings Storage Areas; (W) Sewage & Water Treatment, Raw & Potable Water Collection Ponds, Mine Dewatering System.","Rise Gold Corp plans Site Exploration Drilling for an updated Mineral Resources Estimate, Environmental Baseline Studies & Metallurgical Testing to redefine the Project Scope as part of a Preliminary Economic Assessment 4Q25 (Oct) - 4Q26. Pending Results, Rise Gold Corp performs Advanced Explorations, Metallurgical Bulk Sampling, Engineering Design, Permitting & Prefeasibility/Feasibility Studies leading to a Strategic Development Decision 1Q27 (Jan) - 4Q28. Upon Approval, Rise Gold Corp selects EPC/M to complete Detailed Engineering plus releases Equipment RFQs and Subcontractors Bid Documents 1Q29 (Jan) - 2Q30. Construction Kick-Off 2Q29 (Apr). Project Completion 4Q30 (Dec).",1061321,3330614,Rise Gold Corporation,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=6004100,289,Low (0-69%)
Food & Beverage,5000000,USD,14-Apr-23,"PASO ROBLES  ""THE HANGAR"" BREWERY EXPANSION",Plant Expansion,Malt Beverages,Breweries-mfg,BarrelHouse Brewing Company,Under Construction,Malt Beverages,Paso Robles Brewery,BarrelHouse Brewing Company,298 Sherwood Road,Paso Robles,CA,California,U.S.A.,+1 8052961128,-120.6557,35.61532,CA*07,West Coast U.S.A.,1,San Luis Obispo,Construction - Merit Shop,29-Dec-26,YEAR,"BarrelHouse Brewing Company with Carvalho Construction (G/C) and Ryan Brockett Architect Inc has begun Construction for ""The Hangar"" Brewery Expansion. DETAILS: At (10-Acre) Site with (100,000 sqft, 50-BBl) Brewhouse, Construct Building Addition (Size Unknown) on Acquired (5-Acre) Eastern Site with plus Install Associated Equipment plus Taproom. REQUIRES: Structural Modifications & Renovations, Stainless Fabrication, Ingredient Handling Equipment, Brewhouse, Brite Tanks, Fermentation Tanks, Barrels, Heat Exchangers, Keg Washer & Filler, Material Handling Equipment, Automated Systems, Glycol Chilling System, Stainless Steel Piping, Compressor (Air), Pumps, Motors, Drives, Valves, Flowmeters, Process Controls (PLC), Utilities, Lighting, Solar Arrays, Electrical Distribution plus Taproom and Patio. ENVIRONMENTAL: (A) Exhaust System, Vents, Ducting; (L) Spill Containment, Floor Drains.","BarrelHouse Brewing Company with Carvalho Construction (G/C) and Ryan Brockett Architect Inc Continues Construction for""The Hangar"" Brewery Expansion and anticipates AFE Submittal 3Q25 (Sep). Upon Final Approvals, BarrelHouse Brewing Company awards G/C and releases Remaining RFQs and Bid Documents for Contractors, Subcontractors & Specialty Trades as needed 3Q25 (Jul-Sep). Construction Kick-Off 4Q25 (Oct). Project Completion 4Q26 (Dec).",3545933,3159375,BarrelHouse Brewing Company,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300874832,3,High (81-99%)
Industrial Manufacturing,1000000,USD,22-Oct-25,HARBOR CITY AUTOMOTIVE ACCESSORIES MANUFACTURING PLANT CLOSURE,Closure,Motor Vehicle Parts & Accessories,Wiring harness sets motor vehicles: except ignition-mfg,Judco Manufacturing Incorporated,Operational,Motor Vehicle Parts & Accessories,Harbor City Automotive Accessories,Judco Manufacturing Incorporated,1429 240th Street,Harbor City,CA,California,U.S.A.,+1 3105340959,-118.302554,33.807878,CA*08,West Coast U.S.A.,1,Los Angeles [souther,Construction - Merit Shop,30-Jan-26,QUARTER,"Judco Manufacturing Incorporated performs Construction for an Automotive Accessories Manufacturing Plant Closure. DETAILS: At Existing 40,000 sqft Facility, Dismantle, Disassemble Production and Supporting Equipment and Systems plus Prepare Plant for Sale and/or Lease. REQUIRES DISMANTLEMENT AND REMOVAL OF: Bushings, Bearings, Laser Welding Equipment, CNC Machining Equipment, (41) Single and Dual Spindle Machines, Roller Die Forming, Rack Rolling, Flowforming, Extrusion Equipment, Hydraulics, Pneumatics, Material Handling Equipment, Motors (VS), Drives, Gears, Compressors (Air), Switchgear, Transformers, MCC plus Controls (PLC). ENVIRONMENTAL MRO: (A) Ventilation and Exhaust System, Ducting.","Judco Manufacturing Incorporated continues with Construction. Upon Completion of Planning and Finalization of Scheduling, Judco Manufacturing Incorporated Releases Equipment RFQ's and Bid Documents Plus Reviews and Selects Remaining Subcontractors as Needed 4Q25 (Nov). Automotive Accessories Manufacturing Plant closure Construction Kicked-Off 4Q25 (Oct). Estimated Project Completion 1Q26 (Jan).",3662999,3551562,Judco Manufacturing Incorporated,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301124654,0,High (81-99%)
Power,102000000,USD,27-Oct-25,LANCASTER GRASSROOT 50MW PRONGHORN PV SOLAR & 50MW BATTERY STORAGE (BESS),Grassroot,Electricity/Steam [IPP],Nonutility Owned Power Generation,"Pronghorn Solar Plus, LLC",Planned,Electricity/Steam [IPP],Pronghorn PV Solar & Battery Storage (BESS),Upstream Energy,90th Street East & East Avenue L,Lancaster,CA,California,U.S.A.,+1 2397288476,-117.5757,34.4016,CA*09,West Coast U.S.A.,1,Los Angeles [norther,Site Study,28-Dec-28,YEAR,"Pronghorn Solar Plus, LLC with Upstream Energy (Parent) and Dudek Environmental Consultants (Consultant) performs Site Study for Grassroot 50MW Pronghorn PV Solar & 50MW Battery Storage (BESS). DETAILS: In Los Angeles County, construct Solar Plant utilizing Photovoltaic panels on single-axis tracker, and Battery Storage site with Lithium-Ion batteries, plus balance of plant facilities. REQUIRES: Site preparation, Pile-driven Foundations, Transmission line, Power Inverters, gen-tie line, Tracker Arrays, Solar Panels, High Voltage Switchgear, System Disconnects, Voltage Regulators, Connectors, Interconnection Substation (Transformers, Switchgear, Breakers), Switches, single-axis Tracking System, Mounting Panels, Electrical collection system, Surge Protective Devices, Metering System, Communication Cable, Sensors and Monitoring System, Protective Relays, Combiner & Recombiner Boxes, SCADA Monitoring system, Underground Waterproof Enclosures, Fiber Optics Cable, Charge Controllers, Racks, Battery Modules, Controls, Inverters, Battery Management System, Metering System. ENVIRONMENTAL: (L) Trenching, Roads and Landscaping.","Pronghorn Solar Plus, LLC with Upstream Energy (Parent) and Dudek Environmental Consultants (Consultant) continues Site Study through Permitting and AFE Approvals by 2Q27 (Apr), Upon approvals, Upstream Energy will release RFP's for General Contractor 3Q27 (Jul). Selected General Contractor in turn releases remaining RFQs with Bid Documents for Equipment 4Q27 (Dec), Consumables and Specialty Subcontractors as needed 3Q28 (Jul). Construction is scheduled for Kick-Off 2Q28 (Apr). Project completion is expected 4Q28 (Dec).",3663721,3552125,"Pronghorn Solar Plus, LLC",https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301126261,0,Low (0-69%)
Food & Beverage,10000000,USD,27-Oct-25,TEHACHAPI VEGETABLE GREENHOUSE EXPANSION,Plant Expansion,Food Crops Grown Under Cover,Greenhouses for food crops,Millennium Pacific Greenhouses Partnership,Planned,Food Crops Grown Under Cover,Tehachapi Vegetable Greenhouse,Millennium Pacific Greenhouses Partnership,20570 Pellisier Road,Tehachapi,CA,California,U.S.A.,+1 6617507300,-118.60023,35.11736,CA*09,West Coast U.S.A.,1,Kern,Detailed Design,30-Sep-26,YEAR,"Millennium Pacific Greenhouses Partnership with KUBO (Design/Build) has begun Detailed Design Vegetable Greenhouse Expansion. DETAILS: At Newly (62-Acre) Site, Formerly Revol Greens Greenhouse Facility, Renovate (16-Acre) Unused Greenhouse Building Plus Install Associated Equipment including State-of-the-art Environmental Controls and LED Lighting Systems to Expand Vegetable Production. REQUIRES: Insulated Wall Panels, Docks/Doors, Robotics, Sorting Machines, Growing Trays, Tray Racking System, Air Circulation System, Automatic Irrigation System, Closed Loop Grow Systems, Automated Control Systems & Robotics, Grow Lights, Piping, Boilers, Sorters, Traceability System, Silos, Material Handling Equipment, Weighing System, Case Packers, Palletizers, Storage Racks, Compressor (Air), Temperature Sensors & Controls, Inventory Control System, Electrical Distribution, Lighting, Fire Protection System, Motors, Control Valves plus Process Controls (PLC). ENVIRONMENTAL: (A) Vent System, Ducting; (L) Containment Areas, Drainage & Run-off System.","Millennium Pacific Greenhouses Partnership with KUBO continues Detailed Design Vegetable Greenhouse Expansion through 4Q25 (Oct), and Anticipates AFE Approval 1Q26 (Jan). Upon Approval, Millennium Pacific Greenhouses Partnership with KUBO releases Remaining RFQs and Bid Documents for Contractors, Subcontractors, Equipment Providers & Specialty Trades as needed 1Q26 (Jan-Mar). Construction Kick-Off 2Q26 (May). Project Completion 3Q26 (Sep).",3663440,3551184,Millennium Pacific Greenhouses Partnership,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301126096,0,Medium (70-80%)
